Date,Time,CO(GT),PT08.S1(CO),NMHC(GT)
30/10/2004,21.00.00,2,8,1187
30/10/2004,22.00.00,2,4,1119
30/10/2004,23.00.00,1,9,1100
31/10/2004,00.00.00,2,1076,-200
31/10/2004,01.00.00,1,5,972
31/10/2004,02.00.00,1,3,973
31/10/2004,03.00.00,1,918,-200
31/10/2004,04.00.00,-200,844,-200
31/10/2004,05.00.00,0,5,817
31/10/2004,06.00.00,0,4,791
31/10/2004,07.00.00,0,4,819
31/10/2004,08.00.00,0,9,972
31/10/2004,09.00.00,1,3,997
31/10/2004,10.00.00,2,1,1194
31/10/2004,11.00.00,2,4,1240
31/10/2004,12.00.00,2,1117,-200
31/10/2004,13.00.00,1,8,1141
31/10/2004,14.00.00,1,5,1062
31/10/2004,15.00.00,1,6,1160
31/10/2004,16.00.00,2,2,1169
31/10/2004,17.00.00,2,3,1185
31/10/2004,18.00.00,6,6,1571
31/10/2004,19.00.00,4,7,1464
31/10/2004,20.00.00,4,1,1423
31/10/2004,21.00.00,4,1,1318
31/10/2004,22.00.00,2,7,1229
31/10/2004,23.00.00,2,6,1187
01/11/2004,00.00.00,3,2,1353
01/11/2004,01.00.00,3,7,1407
01/11/2004,02.00.00,3,5,1333
01/11/2004,03.00.00,3,1269,-200
01/11/2004,04.00.00,-200,1253,-200
01/11/2004,05.00.00,2,7,1212
01/11/2004,06.00.00,1,8,1061
01/11/2004,07.00.00,1,3,1028
01/11/2004,08.00.00,1,5,1067
01/11/2004,09.00.00,1,9,1111
01/11/2004,10.00.00,2,2,1189
01/11/2004,11.00.00,2,6,1293
01/11/2004,12.00.00,2,7,1285
01/11/2004,13.00.00,2,5,1236
01/11/2004,14.00.00,1,5,1082
01/11/2004,15.00.00,2,1188,-200
01/11/2004,16.00.00,3,1,1348
01/11/2004,17.00.00,3,7,1394
01/11/2004,18.00.00,4,1472,-200
01/11/2004,19.00.00,4,1,1291
01/11/2004,20.00.00,3,1,1264
01/11/2004,21.00.00,3,2,1264
01/11/2004,22.00.00,3,2,1260
01/11/2004,23.00.00,2,7,1184
02/11/2004,00.00.00,2,3,1122
02/11/2004,01.00.00,1,6,983
02/11/2004,02.00.00,1,1,885
02/11/2004,03.00.00,0,7,825
02/11/2004,04.00.00,-200,791,-200
02/11/2004,05.00.00,0,6,802
02/11/2004,06.00.00,0,5,804
02/11/2004,07.00.00,1,5,1014
02/11/2004,08.00.00,3,4,1316
02/11/2004,09.00.00,4,4,1296
02/11/2004,10.00.00,4,4,1381
02/11/2004,11.00.00,5,8,1570
02/11/2004,12.00.00,4,9,1426
02/11/2004,13.00.00,5,1,1535
02/11/2004,14.00.00,7,5,1678
02/11/2004,15.00.00,5,8,1605
02/11/2004,16.00.00,5,9,1559
02/11/2004,17.00.00,6,8,1713
02/11/2004,18.00.00,7,9,1751
02/11/2004,19.00.00,8,1723,-200
02/11/2004,20.00.00,9,2,1778
02/11/2004,21.00.00,5,9,1461
02/11/2004,22.00.00,3,7,1258
02/11/2004,23.00.00,2,6,1138
03/11/2004,00.00.00,1,1,936
03/11/2004,01.00.00,2,6,1167
03/11/2004,02.00.00,2,2,1071
03/11/2004,03.00.00,0,9,866
03/11/2004,04.00.00,-200,836,-200
03/11/2004,05.00.00,0,5,823
03/11/2004,06.00.00,0,7,890
03/11/2004,07.00.00,1,3,1019
03/11/2004,08.00.00,2,2,1177
03/11/2004,09.00.00,3,7,1348
03/11/2004,10.00.00,3,7,1341
03/11/2004,11.00.00,3,4,1307
03/11/2004,12.00.00,3,4,1305
03/11/2004,13.00.00,2,6,1177
03/11/2004,14.00.00,2,5,1192
03/11/2004,15.00.00,2,5,1214
03/11/2004,16.00.00,2,7,1240
03/11/2004,17.00.00,3,2,1271
03/11/2004,18.00.00,3,7,1333
03/11/2004,19.00.00,4,6,1390
03/11/2004,20.00.00,3,3,1266
03/11/2004,21.00.00,2,4,1140
03/11/2004,22.00.00,2,8,1240
03/11/2004,23.00.00,2,7,1187
04/11/2004,00.00.00,1,8,1043
04/11/2004,01.00.00,1,1,948
04/11/2004,02.00.00,1,2,955
04/11/2004,03.00.00,0,8,915
04/11/2004,04.00.00,0,6,832
04/11/2004,05.00.00,0,5,846
04/11/2004,06.00.00,0,7,897
04/11/2004,07.00.00,0,8,908
04/11/2004,08.00.00,3,5,1348
04/11/2004,09.00.00,3,6,1384
04/11/2004,10.00.00,-200,1473,-200
04/11/2004,11.00.00,-200,1360,-200
04/11/2004,12.00.00,-200,1305,-200
04/11/2004,13.00.00,-200,1337,-200
04/11/2004,14.00.00,-200,1414,-200
04/11/2004,15.00.00,-200,1463,-200
04/11/2004,16.00.00,-200,1530,-200
04/11/2004,17.00.00,-200,1915,-200
04/11/2004,18.00.00,8,7,1882
04/11/2004,19.00.00,5,8,1589
04/11/2004,20.00.00,4,3,1463
04/11/2004,21.00.00,3,6,1380
04/11/2004,22.00.00,3,9,1383
04/11/2004,23.00.00,2,4,1181
05/11/2004,00.00.00,1,6,1061
05/11/2004,01.00.00,1,8,1091
05/11/2004,02.00.00,1,5,1010
05/11/2004,03.00.00,0,7,868
05/11/2004,04.00.00,0,5,852
05/11/2004,05.00.00,0,4,826
05/11/2004,06.00.00,0,5,862
05/11/2004,07.00.00,0,8,951
05/11/2004,08.00.00,2,1210,-200
05/11/2004,09.00.00,6,2,1601
05/11/2004,10.00.00,4,5,1477
05/11/2004,11.00.00,4,6,1458
05/11/2004,12.00.00,3,3,1354
05/11/2004,13.00.00,3,6,1385
05/11/2004,14.00.00,4,4,1460
05/11/2004,15.00.00,4,3,1492
05/11/2004,16.00.00,5,1569,-200
05/11/2004,17.00.00,8,1,1870
05/11/2004,18.00.00,8,1774,-200
05/11/2004,19.00.00,3,6,1388
05/11/2004,20.00.00,2,9,1303
05/11/2004,21.00.00,2,7,1257
05/11/2004,22.00.00,1,9,1132
05/11/2004,23.00.00,1,3,1050
06/11/2004,00.00.00,1,2,1033
06/11/2004,01.00.00,1,8,1106
06/11/2004,02.00.00,1,9,1107
06/11/2004,03.00.00,1,5,1011
06/11/2004,04.00.00,0,9,916
06/11/2004,05.00.00,0,5,852
06/11/2004,06.00.00,0,6,889
06/11/2004,07.00.00,1,1,1002
06/11/2004,08.00.00,2,8,1231
06/11/2004,09.00.00,2,9,1212
06/11/2004,10.00.00,1,7,1121
06/11/2004,11.00.00,2,3,1260
06/11/2004,12.00.00,3,3,1391
06/11/2004,13.00.00,3,5,1463
06/11/2004,14.00.00,3,8,1464
06/11/2004,15.00.00,3,4,1412
06/11/2004,16.00.00,3,8,1450
06/11/2004,17.00.00,3,6,1416
06/11/2004,18.00.00,3,5,1346
06/11/2004,19.00.00,2,8,1273
06/11/2004,20.00.00,2,5,1206
06/11/2004,21.00.00,3,1,1252
06/11/2004,22.00.00,1,8,1069
06/11/2004,23.00.00,1,6,1061
07/11/2004,00.00.00,1,9,1072
07/11/2004,01.00.00,2,1075,-200
07/11/2004,02.00.00,1,4,992
07/11/2004,03.00.00,1,2,914
07/11/2004,04.00.00,-200,854,-200
07/11/2004,05.00.00,0,7,774
07/11/2004,06.00.00,0,4,757
07/11/2004,07.00.00,0,4,752
07/11/2004,08.00.00,0,5,757
07/11/2004,09.00.00,0,7,777
07/11/2004,10.00.00,0,7,774
07/11/2004,11.00.00,0,7,805
07/11/2004,12.00.00,1,838,-200
07/11/2004,13.00.00,1,824,-200
07/11/2004,14.00.00,0,9,812
07/11/2004,15.00.00,0,9,806
07/11/2004,16.00.00,0,9,789
07/11/2004,17.00.00,1,1,821
07/11/2004,18.00.00,3,2,1024
07/11/2004,19.00.00,3,1,1009
07/11/2004,20.00.00,3,1,1064
07/11/2004,21.00.00,2,3,1001
07/11/2004,22.00.00,1,8,927
07/11/2004,23.00.00,0,8,819
08/11/2004,00.00.00,0,9,847
08/11/2004,01.00.00,0,8,798
08/11/2004,02.00.00,0,7,757
08/11/2004,03.00.00,0,4,703
08/11/2004,04.00.00,0,2,689
08/11/2004,05.00.00,0,2,698
08/11/2004,06.00.00,0,3,720
08/11/2004,07.00.00,0,7,797
08/11/2004,08.00.00,1,7,950
08/11/2004,09.00.00,1,8,887
08/11/2004,10.00.00,1,5,850
08/11/2004,11.00.00,1,3,836
08/11/2004,12.00.00,1,2,827
08/11/2004,13.00.00,1,3,819
08/11/2004,14.00.00,1,8,919
08/11/2004,15.00.00,1,7,897
08/11/2004,16.00.00,2,2,973
08/11/2004,17.00.00,3,2,1065
08/11/2004,18.00.00,5,9,1341
08/11/2004,19.00.00,6,6,1303
08/11/2004,20.00.00,-200,1189,-200
08/11/2004,21.00.00,-200,1054,-200
08/11/2004,22.00.00,-200,943,-200
08/11/2004,23.00.00,-200,903,-200
09/11/2004,00.00.00,-200,858,-200
09/11/2004,01.00.00,-200,821,-200
09/11/2004,02.00.00,-200,781,-200
09/11/2004,03.00.00,-200,741,-200
09/11/2004,04.00.00,-200,720,-200
09/11/2004,05.00.00,-200,733,-200
09/11/2004,06.00.00,-200,780,-200
09/11/2004,07.00.00,-200,915,-200
09/11/2004,08.00.00,-200,1228,-200
09/11/2004,09.00.00,-200,1239,-200
09/11/2004,10.00.00,-200,1209,-200
09/11/2004,11.00.00,-200,1257,-200
09/11/2004,12.00.00,-200,1007,-200
09/11/2004,13.00.00,-200,1020,-200
09/11/2004,14.00.00,-200,1094,-200
09/11/2004,15.00.00,2,1,1045
09/11/2004,16.00.00,1,5,909
09/11/2004,17.00.00,1,6,1013
09/11/2004,18.00.00,3,5,1236
09/11/2004,19.00.00,4,6,1275
09/11/2004,20.00.00,4,7,1237
09/11/2004,21.00.00,3,1101,-200
09/11/2004,22.00.00,1,5,962
09/11/2004,23.00.00,0,9,841
10/11/2004,00.00.00,0,8,831
10/11/2004,01.00.00,0,7,843
10/11/2004,02.00.00,0,6,798
10/11/2004,03.00.00,0,3,730
10/11/2004,04.00.00,0,2,715
10/11/2004,05.00.00,0,2,726
10/11/2004,06.00.00,0,3,771
10/11/2004,07.00.00,0,5,805
10/11/2004,08.00.00,1,4,958
10/11/2004,09.00.00,2,1021,-200
10/11/2004,10.00.00,1,6,969
10/11/2004,11.00.00,1,3,923
10/11/2004,12.00.00,1,4,973
10/11/2004,13.00.00,1,9,996
10/11/2004,14.00.00,2,7,1055
10/11/2004,15.00.00,2,1,1023
10/11/2004,16.00.00,2,4,1039
10/11/2004,17.00.00,2,7,1051
10/11/2004,18.00.00,2,5,1050
10/11/2004,19.00.00,3,7,1156
10/11/2004,20.00.00,4,6,1277
10/11/2004,21.00.00,3,9,1172
10/11/2004,22.00.00,2,2,1048
10/11/2004,23.00.00,2,7,1144
11/11/2004,00.00.00,2,6,1104
11/11/2004,01.00.00,2,1,1038
11/11/2004,02.00.00,1,4,960
11/11/2004,03.00.00,1,2,934
11/11/2004,04.00.00,1,1,930
11/11/2004,05.00.00,1,1,918
11/11/2004,06.00.00,1,1,952
11/11/2004,07.00.00,1,5,1019
11/11/2004,08.00.00,3,1,1287
11/11/2004,09.00.00,6,8,1578
11/11/2004,10.00.00,5,4,1417
11/11/2004,11.00.00,4,5,1392
11/11/2004,12.00.00,3,1147,-200
11/11/2004,13.00.00,2,8,1150
11/11/2004,14.00.00,3,9,1252
11/11/2004,15.00.00,3,4,1186
11/11/2004,16.00.00,3,2,1172
11/11/2004,17.00.00,2,8,1109
11/11/2004,18.00.00,3,9,1201
11/11/2004,19.00.00,3,5,1189
11/11/2004,20.00.00,4,7,1282
11/11/2004,21.00.00,4,6,1207
11/11/2004,22.00.00,1,2,904
11/11/2004,23.00.00,1,1,900
12/11/2004,00.00.00,1,2,932
12/11/2004,01.00.00,1,6,968
12/11/2004,02.00.00,0,7,827
12/11/2004,03.00.00,0,4,789
12/11/2004,04.00.00,-200,812,-200
12/11/2004,05.00.00,0,6,811
12/11/2004,06.00.00,0,5,827
12/11/2004,07.00.00,0,6,849
12/11/2004,08.00.00,1,4,1001
12/11/2004,09.00.00,2,1021,-200
12/11/2004,10.00.00,1,6,978
12/11/2004,11.00.00,1,6,996
12/11/2004,12.00.00,1,7,1014
12/11/2004,13.00.00,2,1061,-200
12/11/2004,14.00.00,2,3,1092
12/11/2004,15.00.00,2,4,1129
12/11/2004,16.00.00,2,2,1077
12/11/2004,17.00.00,2,6,1153
12/11/2004,18.00.00,4,1234,-200
12/11/2004,19.00.00,5,2,1319
12/11/2004,20.00.00,3,9,1251
12/11/2004,21.00.00,3,8,1165
12/11/2004,22.00.00,1,6,954
12/11/2004,23.00.00,1,5,971
13/11/2004,00.00.00,1,6,961
13/11/2004,01.00.00,1,5,952
13/11/2004,02.00.00,1,875,-200
13/11/2004,03.00.00,0,8,891
13/11/2004,04.00.00,1,3,1006
13/11/2004,05.00.00,1,907,-200
13/11/2004,06.00.00,1,938,-200
13/11/2004,07.00.00,0,9,925
13/11/2004,08.00.00,2,1,1157
13/11/2004,09.00.00,2,1,1169
13/11/2004,10.00.00,3,1,1312
13/11/2004,11.00.00,3,8,1347
13/11/2004,12.00.00,3,7,1321
13/11/2004,13.00.00,3,6,1267
13/11/2004,14.00.00,3,3,1234
13/11/2004,15.00.00,2,1,1101
13/11/2004,16.00.00,2,3,1149
13/11/2004,17.00.00,2,1,1094
13/11/2004,18.00.00,1,9,1056
13/11/2004,19.00.00,1,9,1030
13/11/2004,20.00.00,2,3,1075
13/11/2004,21.00.00,1,7,927
13/11/2004,22.00.00,0,8,793
13/11/2004,23.00.00,0,8,796
14/11/2004,00.00.00,0,8,780
14/11/2004,01.00.00,0,8,774
14/11/2004,02.00.00,0,6,718
14/11/2004,03.00.00,0,4,705
14/11/2004,04.00.00,0,3,689
14/11/2004,05.00.00,0,3,678
14/11/2004,06.00.00,0,2,655
14/11/2004,07.00.00,0,2,649
14/11/2004,08.00.00,0,3,647
14/11/2004,09.00.00,0,3,667
14/11/2004,10.00.00,0,4,669
14/11/2004,11.00.00,0,4,667
14/11/2004,12.00.00,0,6,705
14/11/2004,13.00.00,0,6,710
14/11/2004,14.00.00,0,6,713
14/11/2004,15.00.00,0,5,703
14/11/2004,16.00.00,0,6,738
14/11/2004,17.00.00,0,7,795
14/11/2004,18.00.00,1,4,861
14/11/2004,19.00.00,1,2,836
14/11/2004,20.00.00,1,1,812
14/11/2004,21.00.00,1,771,-200
14/11/2004,22.00.00,0,6,711
14/11/2004,23.00.00,0,8,741
15/11/2004,00.00.00,0,6,696
15/11/2004,01.00.00,0,5,692
15/11/2004,02.00.00,0,3,679
15/11/2004,03.00.00,0,2,676
15/11/2004,04.00.00,-200,681,-200
15/11/2004,05.00.00,0,3,683
15/11/2004,06.00.00,0,4,704
15/11/2004,07.00.00,0,7,767
15/11/2004,08.00.00,2,964,-200
15/11/2004,09.00.00,2,4,925
15/11/2004,10.00.00,1,8,883
15/11/2004,11.00.00,1,6,894
15/11/2004,12.00.00,1,7,881
15/11/2004,13.00.00,1,8,867
15/11/2004,14.00.00,1,7,856
15/11/2004,15.00.00,1,7,862
15/11/2004,16.00.00,1,7,891
15/11/2004,17.00.00,2,6,931
15/11/2004,18.00.00,4,1025,-200
15/11/2004,19.00.00,3,8,1029
15/11/2004,20.00.00,4,1038,-200
15/11/2004,21.00.00,2,4,904
15/11/2004,22.00.00,1,4,844
15/11/2004,23.00.00,1,3,839
16/11/2004,00.00.00,1,3,844
16/11/2004,01.00.00,1,800,-200
16/11/2004,02.00.00,0,8,786
16/11/2004,03.00.00,0,6,737
16/11/2004,04.00.00,0,4,732
16/11/2004,05.00.00,0,5,737
16/11/2004,06.00.00,0,5,778
16/11/2004,07.00.00,0,9,867
16/11/2004,08.00.00,3,5,1248
16/11/2004,09.00.00,5,2,1389
16/11/2004,10.00.00,4,3,1184
16/11/2004,11.00.00,3,5,1160
16/11/2004,12.00.00,2,6,982
16/11/2004,13.00.00,2,5,948
16/11/2004,14.00.00,2,8,1017
16/11/2004,15.00.00,2,2,985
16/11/2004,16.00.00,2,4,1017
16/11/2004,17.00.00,3,5,1121
16/11/2004,18.00.00,4,2,1129
16/11/2004,19.00.00,3,1,1101
16/11/2004,20.00.00,3,2,1182
16/11/2004,21.00.00,2,8,1144
16/11/2004,22.00.00,2,2,1046
16/11/2004,23.00.00,1,8,990
17/11/2004,00.00.00,1,7,974
17/11/2004,01.00.00,1,6,953
17/11/2004,02.00.00,1,1,868
17/11/2004,03.00.00,0,8,833
17/11/2004,04.00.00,0,7,786
17/11/2004,05.00.00,0,8,834
17/11/2004,06.00.00,0,9,845
17/11/2004,07.00.00,1,2,929
17/11/2004,08.00.00,3,3,1234
17/11/2004,09.00.00,3,8,1270
17/11/2004,10.00.00,3,2,1241
17/11/2004,11.00.00,-200,1268,-200
17/11/2004,12.00.00,3,2,1248
17/11/2004,13.00.00,4,2,1317
17/11/2004,14.00.00,4,3,1308
17/11/2004,15.00.00,4,1321,-200
17/11/2004,16.00.00,4,1,1360
17/11/2004,17.00.00,7,8,1659
17/11/2004,18.00.00,10,2,1802
17/11/2004,19.00.00,6,6,1549
17/11/2004,20.00.00,4,3,1407
17/11/2004,21.00.00,4,9,1374
17/11/2004,22.00.00,2,6,1127
17/11/2004,23.00.00,2,3,1096
18/11/2004,00.00.00,2,7,1119
18/11/2004,01.00.00,2,2,999
18/11/2004,02.00.00,2,987,-200
18/11/2004,03.00.00,1,3,912
18/11/2004,04.00.00,1,2,893
18/11/2004,05.00.00,1,1,878
18/11/2004,06.00.00,1,4,996
18/11/2004,07.00.00,2,1,1119
18/11/2004,08.00.00,4,5,1407
18/11/2004,09.00.00,5,6,1503
18/11/2004,10.00.00,5,6,1446
18/11/2004,11.00.00,4,7,1416
18/11/2004,12.00.00,4,2,1448
18/11/2004,13.00.00,3,6,1282
18/11/2004,14.00.00,3,2,1271
18/11/2004,15.00.00,3,1,1321
18/11/2004,16.00.00,3,8,1362
18/11/2004,17.00.00,3,9,1316
18/11/2004,18.00.00,4,6,1374
18/11/2004,19.00.00,4,9,1388
18/11/2004,20.00.00,5,4,1422
18/11/2004,21.00.00,4,3,1281
18/11/2004,22.00.00,3,1,1192
18/11/2004,23.00.00,2,5,1108
19/11/2004,00.00.00,2,4,1071
19/11/2004,01.00.00,1,9,999
19/11/2004,02.00.00,1,3,925
19/11/2004,03.00.00,1,2,886
19/11/2004,04.00.00,1,1,888
19/11/2004,05.00.00,0,9,863
19/11/2004,06.00.00,1,870,-200
19/11/2004,07.00.00,1,6,1043
19/11/2004,08.00.00,4,8,1478
19/11/2004,09.00.00,5,9,1436
19/11/2004,10.00.00,5,6,1354
19/11/2004,11.00.00,3,5,1290
19/11/2004,12.00.00,2,8,1203
19/11/2004,13.00.00,3,6,1298
19/11/2004,14.00.00,4,8,1352
19/11/2004,15.00.00,5,1247,-200
19/11/2004,16.00.00,5,6,1375
19/11/2004,17.00.00,7,5,1553
19/11/2004,18.00.00,7,2,1521
19/11/2004,19.00.00,8,3,1623
19/11/2004,20.00.00,8,6,1510
19/11/2004,21.00.00,4,3,837
19/11/2004,22.00.00,2,6,667
19/11/2004,23.00.00,2,6,695
20/11/2004,00.00.00,2,7,683
20/11/2004,01.00.00,2,7,695
20/11/2004,02.00.00,2,6,703
20/11/2004,03.00.00,2,4,698
20/11/2004,04.00.00,-200,714,-200
20/11/2004,05.00.00,0,6,692
20/11/2004,06.00.00,0,7,729
20/11/2004,07.00.00,1,2,880
20/11/2004,08.00.00,2,974,-200
20/11/2004,09.00.00,2,8,1086
20/11/2004,10.00.00,2,9,1087
20/11/2004,11.00.00,2,2,933
20/11/2004,12.00.00,1,6,852
20/11/2004,13.00.00,1,5,882
20/11/2004,14.00.00,1,9,888
20/11/2004,15.00.00,1,5,878
20/11/2004,16.00.00,1,8,892
20/11/2004,17.00.00,3,4,1117
20/11/2004,18.00.00,4,6,1252
20/11/2004,19.00.00,1,6,1012
20/11/2004,20.00.00,1,2,1025
20/11/2004,21.00.00,1,2,1033
20/11/2004,22.00.00,0,9,1008
20/11/2004,23.00.00,0,7,992
21/11/2004,00.00.00,2,5,1187
21/11/2004,01.00.00,1,5,1065
21/11/2004,02.00.00,0,5,889
21/11/2004,03.00.00,0,3,901
21/11/2004,04.00.00,0,5,875
21/11/2004,05.00.00,0,1,808
21/11/2004,06.00.00,0,2,858
21/11/2004,07.00.00,-200,819,-200
21/11/2004,08.00.00,0,2,862
21/11/2004,09.00.00,0,5,877
21/11/2004,10.00.00,0,4,941
21/11/2004,11.00.00,0,8,983
21/11/2004,12.00.00,1,5,1067
21/11/2004,13.00.00,1,9,1100
21/11/2004,14.00.00,1,1,958
21/11/2004,15.00.00,0,3,866
21/11/2004,16.00.00,0,9,1018
21/11/2004,17.00.00,2,1,1175
21/11/2004,18.00.00,2,4,1197
21/11/2004,19.00.00,1,6,1110
21/11/2004,20.00.00,1,1,1060
21/11/2004,21.00.00,1,3,1136
21/11/2004,22.00.00,0,8,1049
21/11/2004,23.00.00,1,1053,-200
22/11/2004,00.00.00,0,3,970
22/11/2004,01.00.00,1,1049,-200
22/11/2004,02.00.00,0,4,919
22/11/2004,03.00.00,0,1,870
22/11/2004,04.00.00,-200,814,-200
22/11/2004,05.00.00,-200,820,-200
22/11/2004,06.00.00,0,1,897
22/11/2004,07.00.00,0,4,988
22/11/2004,08.00.00,2,4,1242
22/11/2004,09.00.00,3,1,1493
22/11/2004,10.00.00,3,1,1394
22/11/2004,11.00.00,2,7,1252
22/11/2004,12.00.00,2,3,1255
22/11/2004,13.00.00,3,1360,-200
22/11/2004,14.00.00,3,6,1369
22/11/2004,15.00.00,3,1,1361
22/11/2004,16.00.00,3,5,1411
22/11/2004,17.00.00,4,1509,-200
22/11/2004,18.00.00,6,3,1738
22/11/2004,19.00.00,6,9,1766
22/11/2004,20.00.00,6,5,1706
22/11/2004,21.00.00,3,3,1472
22/11/2004,22.00.00,2,4,1392
22/11/2004,23.00.00,1,7,1335
23/11/2004,00.00.00,1,3,1285
23/11/2004,01.00.00,1,1,1267
23/11/2004,02.00.00,0,8,1176
23/11/2004,03.00.00,0,3,1079
23/11/2004,04.00.00,-200,1084,-200
23/11/2004,05.00.00,1,3,1091
23/11/2004,06.00.00,1,4,1126
23/11/2004,07.00.00,2,1,1210
23/11/2004,08.00.00,4,5,1565
23/11/2004,09.00.00,5,7,1578
23/11/2004,10.00.00,6,6,1702
23/11/2004,11.00.00,5,1552,-200
23/11/2004,12.00.00,5,3,1590
23/11/2004,13.00.00,5,4,1640
23/11/2004,14.00.00,7,3,1769
23/11/2004,15.00.00,5,1,1581
23/11/2004,16.00.00,5,3,1658
23/11/2004,17.00.00,7,3,1821
23/11/2004,18.00.00,10,2,1982
23/11/2004,19.00.00,11,9,2008
23/11/2004,20.00.00,11,5,1918
23/11/2004,21.00.00,8,3,1693
23/11/2004,22.00.00,4,7,1495
23/11/2004,23.00.00,4,1449,-200
24/11/2004,00.00.00,3,9,1439
24/11/2004,01.00.00,2,8,1270
24/11/2004,02.00.00,2,3,1163
24/11/2004,03.00.00,1,8,1130
24/11/2004,04.00.00,1,4,1023
24/11/2004,05.00.00,1,931,-200
24/11/2004,06.00.00,1,953,-200
24/11/2004,07.00.00,1,8,1108
24/11/2004,08.00.00,3,8,1414
24/11/2004,09.00.00,4,2,1423
24/11/2004,10.00.00,3,6,1352
24/11/2004,11.00.00,3,3,1303
24/11/2004,12.00.00,2,1103,-200
24/11/2004,13.00.00,2,1138,-200
24/11/2004,14.00.00,2,9,1278
24/11/2004,15.00.00,2,7,1292
24/11/2004,16.00.00,3,4,1374
24/11/2004,17.00.00,4,5,1464
24/11/2004,18.00.00,6,1,1562
24/11/2004,19.00.00,6,8,1592
24/11/2004,20.00.00,8,4,1669
24/11/2004,21.00.00,5,3,1429
24/11/2004,22.00.00,4,5,1354
24/11/2004,23.00.00,4,1,1311
25/11/2004,00.00.00,4,1311,-200
25/11/2004,01.00.00,4,1292,-200
25/11/2004,02.00.00,3,1091,-200
25/11/2004,03.00.00,2,1,1009
25/11/2004,04.00.00,2,2,1050
25/11/2004,05.00.00,2,2,1053
25/11/2004,06.00.00,2,1016,-200
25/11/2004,07.00.00,2,2,1057
25/11/2004,08.00.00,4,1309,-200
25/11/2004,09.00.00,4,8,1315
25/11/2004,10.00.00,4,6,1315
25/11/2004,11.00.00,2,8,1111
25/11/2004,12.00.00,2,1,1087
25/11/2004,13.00.00,2,1104,-200
25/11/2004,14.00.00,2,5,1142
25/11/2004,15.00.00,2,5,1164
25/11/2004,16.00.00,2,8,1214
25/11/2004,17.00.00,4,1369,-200
25/11/2004,18.00.00,4,5,1368
25/11/2004,19.00.00,3,1,1226
25/11/2004,20.00.00,2,6,1225
25/11/2004,21.00.00,2,6,1190
25/11/2004,22.00.00,2,1128,-200
25/11/2004,23.00.00,1,8,1105
26/11/2004,00.00.00,2,5,1152
26/11/2004,01.00.00,2,3,1141
26/11/2004,02.00.00,2,1,1121
26/11/2004,03.00.00,1,5,1043
26/11/2004,04.00.00,-200,1090,-200
26/11/2004,05.00.00,1,2,982
26/11/2004,06.00.00,1,974,-200
26/11/2004,07.00.00,1,7,1118
26/11/2004,08.00.00,4,3,1508
26/11/2004,09.00.00,5,8,1521
26/11/2004,10.00.00,5,6,1562
26/11/2004,11.00.00,4,1392,-200
26/11/2004,12.00.00,4,1439,-200
26/11/2004,13.00.00,4,9,1539
26/11/2004,14.00.00,5,6,1608
26/11/2004,15.00.00,5,1,1589
26/11/2004,16.00.00,6,2,1704
26/11/2004,17.00.00,7,7,1822
26/11/2004,18.00.00,10,1,1956
26/11/2004,19.00.00,6,4,1676
26/11/2004,20.00.00,7,7,1834
26/11/2004,21.00.00,8,1,1759
26/11/2004,22.00.00,4,7,1518
26/11/2004,23.00.00,4,3,1502
27/11/2004,00.00.00,4,1,1499
27/11/2004,01.00.00,4,2,1531
27/11/2004,02.00.00,3,8,1424
27/11/2004,03.00.00,2,7,1279
27/11/2004,04.00.00,2,4,1250
27/11/2004,05.00.00,2,1189,-200
27/11/2004,06.00.00,1,7,1197
27/11/2004,07.00.00,2,1,1273
27/11/2004,08.00.00,2,5,1298
27/11/2004,09.00.00,3,8,1453
27/11/2004,10.00.00,3,9,1492
27/11/2004,11.00.00,4,2,1481
27/11/2004,12.00.00,4,1524,-200
27/11/2004,13.00.00,4,4,1562
27/11/2004,14.00.00,4,7,1567
27/11/2004,15.00.00,4,6,1568
27/11/2004,16.00.00,4,8,1622
27/11/2004,17.00.00,4,5,1515
27/11/2004,18.00.00,5,6,1603
27/11/2004,19.00.00,4,9,1514
27/11/2004,20.00.00,5,3,1567
27/11/2004,21.00.00,4,6,1380
27/11/2004,22.00.00,2,4,1214
27/11/2004,23.00.00,2,7,1225
28/11/2004,00.00.00,2,5,1250
28/11/2004,01.00.00,2,3,1143
28/11/2004,02.00.00,-200,1046,-200
28/11/2004,03.00.00,1,3,953
28/11/2004,04.00.00,1,913,-200
28/11/2004,05.00.00,0,9,858
28/11/2004,06.00.00,0,7,848
28/11/2004,07.00.00,0,8,871
28/11/2004,08.00.00,1,909,-200
28/11/2004,09.00.00,1,1,906
28/11/2004,10.00.00,0,8,859
28/11/2004,11.00.00,1,4,1028
28/11/2004,12.00.00,2,2,1089
28/11/2004,13.00.00,2,7,1184
28/11/2004,14.00.00,2,3,1136
28/11/2004,15.00.00,1,9,1069
28/11/2004,16.00.00,2,7,1214
28/11/2004,17.00.00,3,2,1212
28/11/2004,18.00.00,3,2,1218
28/11/2004,19.00.00,3,5,1279
28/11/2004,20.00.00,4,5,1382
28/11/2004,21.00.00,4,1,1292
28/11/2004,22.00.00,3,3,1250
28/11/2004,23.00.00,3,1,1260
29/11/2004,00.00.00,3,1203,-200
29/11/2004,01.00.00,2,3,1146
29/11/2004,02.00.00,2,3,1130
29/11/2004,03.00.00,1,7,1032
29/11/2004,04.00.00,1,5,993
